title,stars,comment
"







  
  
    Good product
  
",5.0 out of 5 stars,"









  
  
    
  Good product

  
"
"







  
  
    So refreshing!
  
",5.0 out of 5 stars,"









  
  
    
  I love this Avene facial mist. It's so cool and refreshing. No scent. Makes my skin feel cool and hydrated. It's expensive, but lasts a long time. Everything Avene makes is top skin care quality.

  
"
"







  
    EXCELENTE
  
  
",5.0 out of 5 stars,"









  
    
  Todo

  
  
"
"







  
  
    Excellent product. Recommend and will purchase again.
  
",5.0 out of 5 stars,"









  
  
    
  I really like this product. I have very sensitive skin and rosacea. So, even after a gentle cleanse my skin still become irritated.  I use this every time I cleanse my face. I also use it before bed for that supper yummy feeling it gives the skin.There is no scent. Just a light cool mist. Great product. Excellent quality. Reasonably priced. This is a pretty big can.Will continue to purchase this product. Very satisfied.

  
"
"







  
  
    Great results when used properly
  
",5.0 out of 5 stars,"









  
  
    
  This is not a crock if you use it as intended and have appropriate expectations. This should not be used as a moisturizer alone as it is just WATER! Water alone left to dry on the skin will simply evaporate and take some of the water in your skin WITH IT (transepidermal water loss), thus potentially being more drying. However, the minerals in thermal water are thought to be beneficial for skin, such as by reducing inflammation, protecting against sun damage, moisturizing, etc (keeping in mind there are only a handful of flawed studies researching this).  The proper way to use thermal water spray is to follow-up immediately with an occlusive moisturizer. It will lock the beneficial thermal water into your skin thus plumping your skin and increasing hydration (temporarily, of course). In my personal experience, I have found that prepping my skin with Avene thermal water before moisturizing has increased the moisture levels in my skin on a day-to-day basis. I use either Cerave PM or First Aid Beauty Ultra Repair Face Moisturizer (followed with sunscreen).

  
"
"







  
    Excelente producto para la piel de la cara
  
  
",5.0 out of 5 stars,"









  
    
  El spray es perfecto

  
  
"
"







  
  
    Bottling bad
  
",3.0 out of 5 stars,"









  
  
    
  The spray stopped working with half bottle full for all my purchases. Product is good.

  
"
"







  
  
    I did order this item
  
",1.0 out of 5 stars,"









  
  
    
  I did order this item, why alway created this order when I was buying others ????What is more Terrible is the it can not be returned

  
"
"







  
  
    got one bottle instead of two
  
",1.0 out of 5 stars,"









  
  
    
  description says two bottles, we only received one bottle

  
"
"







  
  
    keep cooler
  
",5.0 out of 5 stars,"









  
  
    
  perfect toner

  
"
"







  
  
    Skincare MUST HAVE !
  
",5.0 out of 5 stars,"









  
  
    
  i learned about this product while traveling in Singapore.  I always visit foreign pharmacies when traveling abroad . Guardian and Watson are the best Asian ones . I noticed that the masses were buying this product in Costco bulk quantities . so i asked about it !  has multiple uses : psoriasis, eczema , sunburns , skin irritation and daily cleaning .  i bought two small travel sizes .  I take long flights often and have used Evian spray during flight but this product feels much better !im so happy i could find this spray in usa .thanks Amazon !

  
"
"







  
  
    Works well to hidratante skin, I used it for scalp.
  
",5.0 out of 5 stars,"









  
  
    
  Works as indicated!

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  It can help me relax the tired skin.

  
"
"







  
  
    The spray nozzle randomly stops working.
  
",1.0 out of 5 stars,"









  
  
    
  My dermatologist recommended this product so I purchased it. But I have half a bottle left and the spray nozzle stopped working. Supposedly this is typical for this product if it’s shaken, but I haven’t shaken it or traveled with it. It’s unfortunate, but I’ll have to switch to Evian. I’d rather spend my money on a product that I can use.

  
"
"







  
  
    Love it
  
",5.0 out of 5 stars,"









  
  
    
  I felt really extra for buying this but I absolutely love it! I plan to buy more and use it during the summer

  
"
"







  
  
    The best think for irritable skin
  
",5.0 out of 5 stars,"









  
  
    
  Love this product.So happy Amazon care this on its website

  
"
"







  
  
    Soothing and does wonders for sensitive skin
  
",4.0 out of 5 stars,"









  
  
    
  I was introduced to this facial spray by someone who has probably the best skin I've seen. She doesn't have sensitive skin but says she loves how it always leaves her skin feeling soft and moisturized. When I first tried this, it didn't really stand out as anything ""magical"" like others have suggested in their reviews, but it did feel very light and refreshing. After using it for a couple of weeks, I noticed that there's significantly less redness on my face, which is a good thing because when I get sunburns it used to take much longer for the redness to diminish. One thing to note though, this thermal water might not be as moisturizing as some people might expect. If you have combination to dry skin, you still want to apply some moisturizer after this. Taking one star off because the nozzle could be improved. The second bottle I got has a defective nozzle that only has mist coming from the two ends and none from the center, resulting in very uneven mist and sometimes water streams instead of mist, which is less soothing than it would be if it came with a proper nozzle.

  
"
"







  
  
    Broke out in hives
  
",1.0 out of 5 stars,"









  
  
    
  Caused my toddler to break out in hives and itch all over and cry!! I had to wash him immediately after applying some on him and put steroid cream all over , and give Benadryl. I don’t recommend this for eczema!! I wish I could get a refund but amazon won’t let you with aerosol canisters.

  
"
"







  
  
    love the product
  
",5.0 out of 5 stars,"









  
  
    
  best fine mist facial spray on the market, pricey but worth it

  
"
"







  
  
    Calms irritated skin
  
",5.0 out of 5 stars,"









  
  
    
  I suffer from eczema that flares up every now and then. I love that this product calms down my irritated skin. I also find that if I spray this first and then follow up with a gentle moisurizer, my skin seem to stay happy longer without feeling dry or itchy.

  
"
"







  
  
    Good product - Avoid the 10 oz.
  
",2.0 out of 5 stars,"









  
  
    
  I previously purchased the 5 oz and loved it. It's a fantastic product and helps calm my skin. However, the 10 oz does not measure up. First, the cap is loose - it doesn't even properly stay on. It arrived dented. It sprays unevenly and leaks out the back. Pretty disappointing. If you have the choice, choose a smaller size than the 10 oz.

  
"
"







  
  
    Great product
  
",5.0 out of 5 stars,"









  
  
    
  Love the way how my skin feels after I spray my face, so hydrate and soft.

  
"
"







  
  
    Good for those with Hard Water issues
  
",5.0 out of 5 stars,"









  
  
    
  We have well water and even with a whole house water softener it can be tough I. Skin and hair. I use this when I want to lock in moisture during my skin care routine. It’s much better than locking in the well water on my face.

  
"
"







  
  
    bad protection with broken cap and dented can
  
",1.0 out of 5 stars,"









  
  
    
  the cap is broken in to pieces and the can is dented somehow...cannot work

  
"
"







  
  
    Try new things
  
",5.0 out of 5 stars,"









  
  
    
  Best water spray mist

  
"
"







  
  
    good service
  
",5.0 out of 5 stars,"









  
  
    
  nice

  
"
"







  
  
    Great gift!!
  
",5.0 out of 5 stars,"









  
  
    
  Bought these as a gift, my mom loves them!!!!

  
"
"







  
  
    Great product, love it!
  
",5.0 out of 5 stars,"









  
  
    
  Great product, love it!

  
"
"







  
  
    Awesomproduct
  
",5.0 out of 5 stars,"









  
  
    
  Great product for your skin.  Have used it to set my makeup for years.

  
"
"







  
  
    Same as squirting yourself with a mister
  
",1.0 out of 5 stars,"









  
  
    
  I dislike that I was suckered into to buying an aerosol can of water....damn.

  
"
"







  
  
    Must Have!!!!
  
",5.0 out of 5 stars,"









  
  
    
  So soothing! This is one of those product that you feel like don’t do anything, but then you try something else and your skin goes crazy. I finished this and tried going back to rosewater but my skin freaked out! So not I’m back to this. Also it’s godo ingredients withot any fragrance!

  
"
"







  
  
    My face loves it!
  
",5.0 out of 5 stars,"









  
  
    
  I like this product a lot. I purchase the large size for everyday & put small travel size in my weekend bag. I have rosacea & this helps calm my skin, used after washing with hard water. If I could afford to, I’d use this to wash my face with too....

  
"
"







  
  
    Nice product
  
",5.0 out of 5 stars,"









  
  
    
  Goody goody

  
"
"







  
  
    EXCELENTE
  
",5.0 out of 5 stars,"









  
  
    
  EXCELENTE

  
"
"







  
  
    Awesome product!
  
",5.0 out of 5 stars,"









  
  
    
  This stuff adds serious moisture to your skin. Great for your body and back! I use before I put moisturizer on my face in the morning and I use it to set my makeup. It has so many uses it is unbelievable. Try it you will love it!

  
"
"







  
  
    Like it
  
",4.0 out of 5 stars,"









  
  
    
  Big bottle. Nice fine mist. Face looking too powdery after applying makeup? ""Hold my beer.""  Great to spray on immediately prior to a hydrator when face is still wet (especially hyaluronic acid) to lock some h20 in there. Would tap water do the same thing? Probably, but this may actually be more soothing (jury is out) plus it's from France therefor far more luxurious.

  
"
"







  
  
    like
  
",5.0 out of 5 stars,"









  
  
    
  like

  
"
"







  
    Excelente
  
  
",5.0 out of 5 stars,"









  
    
  Me gusta como refresca mi cara

  
  
"
"







  
  
    Just Perfect!  Love this!
  
",5.0 out of 5 stars,"









  
  
    
  Love this stuff.  Arrived super fast also!  Thank you!

  
"
"







  
    Salud facial
  
  
",5.0 out of 5 stars,"









  
    
  Me agrada la sensación de refrescar la piel y calmar la irritación

  
  
"
"







  
  
    Love this
  
",5.0 out of 5 stars,"









  
  
    
  Love this product it really helps clear up my skin. Only downfall is the cap does not stay on securely

  
"
"







  
  
    ❤️❤️❤️
  
",5.0 out of 5 stars,"









  
  
    
  Love this product!!!

  
"
"







  
  
    Amazing !!
  
",5.0 out of 5 stars,"









  
  
    
  This is the best thermal spring water ever !!! Love it

  
"
"







  
  
    Delivery was fast
  
",5.0 out of 5 stars,"









  
  
    
  I love this thermal water. It is so refreshing and my face looks so hydrated. I recommend

  
"
"







  
    Me encanta
  
  
",5.0 out of 5 stars,"









  
    
  Me encanta para refrescar mi cara

  
  
"
"







  
  
    Wonderful product!
  
",5.0 out of 5 stars,"









  
  
    
  I love this water for misting my face. After I mist my face, I then put my moisturizer on. The mist is fine and feels so good when you spray it on. I will purchase again when needed. This is also great for misting your skin after putting makeup on, especially mineral based makeup. It gives your skin a glow and sets the makeup.  Love it!

  
"
"







  
    Buen producto
  
  
",5.0 out of 5 stars,"









  
    
  por favor devolver el dinero q no se ha realizado ningun otro pedido a Terry em este mes de marzo

  
  
"
"







  
  
    Not bad
  
",4.0 out of 5 stars,"









  
  
    
  My wife didn't like it so much and I don't know the reason

  
"
"







  
  
    Effective
  
",5.0 out of 5 stars,"









  
  
    
  I use in my face for redness,just spray anytime,really helps.

  
"
"







  
  
    Spray stops working
  
",3.0 out of 5 stars,"









  
  
    
  I really love this product but I have bought twice and both cans stopped working half full.

  
"
"







  
  
    Love this product!
  
",5.0 out of 5 stars,"









  
  
    
  This is a must during the winter months when my skin gets so dry.I spray my face constantly and notice a difference on days when I forget.Love it!

  
"
"







  
  
    Meh
  
",3.0 out of 5 stars,"









  
  
    
  I thought it might help with the redness around my nose but it didn’t.

  
"
"







  
  
    It works for your face
  
",5.0 out of 5 stars,"









  
  
    
  It is refreshing to your skin. I had Precancerous cells on my face and went through the facial treatment. It helped the healing process

  
"
"







  
  
    Good
  
",4.0 out of 5 stars,"









  
  
    
  Good

  
"
"







  
    Me encanta
  
  
",5.0 out of 5 stars,"









  
    
  Me encanta

  
  
"
"







  
  
    Good hydration effect
  
",5.0 out of 5 stars,"









  
  
    
  The best water spray I've ever used, and my boyfriend loves it, too.

  
"
"







  
  
    Refreshing and hydrating face and body spray
  
",5.0 out of 5 stars,"









  
  
    
  My dermatologist sells this bottle in the smaller size for same price. On hot days I keep my bottle in fridge, this is an amazing refreshing spray and I believe it has help keep my skin hydrated and adult acne at a distance.

  
"
"







  
  
    great
  
",5.0 out of 5 stars,"









  
  
    
  great product

  
"
"







  
  
    Great.
  
",5.0 out of 5 stars,"









  
  
    
  Great product.

  
"
"







  
  
    Refreshing!
  
",5.0 out of 5 stars,"









  
  
    
  Every time I spray this on my face I smile. For real - this feels good. Such a simple and inexpensive pleasure.

  
"
"







  
  
    Four Stars
  
",4.0 out of 5 stars,"









  
  
    
  nice

  
"
"







  
  
    MAGIC
  
",5.0 out of 5 stars,"









  
  
    
  I first heard about this as a tumblr review for eczema sufferers. For the last year, I have been suffering from a severe eczema outbreak as a result of mold exposure. I've dropped more dough on OTC cures, dermatologist visits, medicated creams and ointments, than I ever though humanly possible. So, when I saw the tumblr post, I thought, what the hell do I have to lose? I've rubbed vitamin E supplements and covered them in cling wrap to cure this mess, so why not try some fancy French mineral water?Before I sprayed it on, I was covered in dry, red patches, itched like there was a colony of ants under my skin, and had about given up my sanity. After I sprayed myself head to toe, the itching was gone, and my most stubborn patches were 80% improved after about an hour of spraying. By the second day of using this product, one of the physicians I work with commented that the dermatologist must have gotten the right medication combo for me. They were so surprised when I told them the major money I'd spent at the Derm Clinic had nothing to do with my recovery!Buy this. It is insanely amazingly magical.

  
"
"







  
  
    Great
  
",5.0 out of 5 stars,"









  
  
    
  I alaways get this regulary. I usually use it after shower or cleasing my face to give moisture before applying toners and creams

  
"
"







  
  
    Love love love
  
",5.0 out of 5 stars,"









  
  
    
  Been buying this product for years, helps with skin irritations, helps skin stay soft and supple. Great for airplane travel when you need some refreshing, great for the beach!!!!

  
"
"







  
  
    I love it very much,  is so good for my skin, feels good and healing for sensitive skin.
  
",5.0 out of 5 stars,"









  
  
    
  I love it very much,  is so good for my skin, feels good and healing for sensitive skin. I have used it for about 10years.

  
"
"







  
  
    For sensitive skin
  
",5.0 out of 5 stars,"









  
  
    
  Very good for sensitive skin

  
"
"







  
  
    Perfect refreshing mist!
  
",5.0 out of 5 stars,"









  
  
    
  Love this! Perfect spray to refresh during the day. I also use at night just before bed once I’ve showered and washed my face. I purchased the big size and a travel size for my purse because I travel a lot. No irritation or breakouts!

  
"
"







  
  
    I ordered water in a can. that's what I got!
  
",5.0 out of 5 stars,"









  
  
    
  I like that it's water. In a can. And the spray is very gentle. I use this before moisturizer and it really helps to keep my skin soft and hydrated.Good stuff!If you want water in a can to spray at your patches face, this is the product for you!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Refreshing spray that makes skin look dewey.

  
"
"







  
  
    It is a good part of my routine
  
",5.0 out of 5 stars,"









  
  
    
  I use this morning and night.  It is refreshing.  It is a good part of my routine.

  
"
"







  
  
    The best!
  
",5.0 out of 5 stars,"









  
  
    
  I love love love this product. Been using for a couple years. Works great on diaper rash (baby or yourself) and facial spray (refreshing or using for makeup). <3

  
"
"







  
  
    I love this product, but I really don’t know what to do now that my package got stolen
  
",5.0 out of 5 stars,"









  
  
    
  I love this product it makes my skin very hydrated and it just feels great. The problem I’m having is I did not receive my package the mailman gave it to just any resident that lives here and never reached my unit somebody stole my package. And the mailman should’ve came and put my package by my door instead he handed it to a resident and it wasn’t me. I’m very angry about it and I’m having this association look at the cameras to see who took my  package! I have a PO Box but this product isn’t sent to a PO Box so I guess I have to go buy it from my dermatologist because if I order again and it gets stolen again because the mail man is an idiot and won’t put it by the residence door. Very unhappy with the mail service. It cost me more to buy it at My dermatologist

  
"
"







  
  
    It seems to calm and refresh my skin and it also feels amazing. I use it as a toner
  
",5.0 out of 5 stars,"









  
  
    
  I know this seems ridiculous, but I promise, it is not. It seems to calm and refresh my skin and it also feels amazing. I use it as a toner. First, I wash my face using Avene cleanser (the blue one), I spray this on and let it dry, and then I use the Embryolisse lait-creme concentre moisturizer. It is a perfect skin care routine that works and is actually a lot less expensive than most other alternatives. Try it. I bet you will be pleasantly surprised.One small thing to bear in mind is that this is a large container; it didn't fit in my medicine cabinet.

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Loved the product

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Only thing that helps with my skin rashes from Lupus.

  
"
"







  
    Nada
  
  
",1.0 out of 5 stars,"









  
    
  Nunca recibi mi producto me siento estafada

  
  
"
"







  
  
    I love it
  
",5.0 out of 5 stars,"









  
  
    
  👌

  
"
"







  
  
    This product definitely helped my rash on my face!
  
",5.0 out of 5 stars,"









  
  
    
  This product went well with the Avene Tolerance Cream I ordered. Even though it is just water with added minerals. I feel like it is helping my face in some manner. Took care of my rash on my face!

  
"
"







  
  
    My GF loves it alot
  
",5.0 out of 5 stars,"









  
  
    
  Thanks to this $20 well-spent, she forgot about my late return a week ago!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great product! I will be ordering again and would recommend.

  
"
"







  
  
    soothing to irritated skin
  
",5.0 out of 5 stars,"









  
  
    
  Love it, I have been using this for many years, soothes irritated skin, provides moisture to be locked in with face oil/lotion.

  
"
"







  
  
    A Must Have
  
",5.0 out of 5 stars,"









  
  
    
  This mist isn't everything I hoped for but it certainly packs a punch. My skin is definitely clearer and softer when I use it. When my skin feels burny, itchy, or bumpy, this spray cures it all. I know I haven't used it when my skin isn't as clear. It takes a couple days to kick in but even if you only use it once a day, you'll see a difference. For the best results, I definitely use several times a day, usually four (morning/evening plus two more times). It provides some instant relief but for the most part, takes time to work.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  A+++++

  
"
"







  
  
    Feels good and moisturizes your skin but didn’t see improvements in ...
  
",4.0 out of 5 stars,"









  
  
    
  Feels good and moisturizes your skin but didn’t see improvements in my skins clarity. A bit expensive for what it is.

  
"
"







  
  
    Thermal water
  
",5.0 out of 5 stars,"









  
  
    
  Great

  
"
"







  
  
    But it does offer some relief and feel nice.
  
",5.0 out of 5 stars,"









  
  
    
  Bought this for my sister to try for her eczema, she likes although she did not see the results some others have. But it does offer some relief and feel nice.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great

  
"
"







  
  
    I like Avene so~~~ much
  
",5.0 out of 5 stars,"









  
  
    
  I like Avene so~~~ much! there is no reason to say bad words to this brand. I got it two days ago and using it in California is totally perfect. No strange smell, large capacity, the pump is nice too. I get the recommend on webs and now I also want to recommend it to you all~

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Great for added moisture; really refreshing.

  
"
"







  
  
    they don't show pictures of a face sprayed with cool tap water
  
",4.0 out of 5 stars,"









  
  
    
  A lot of hype and a bit overpriced. A booklet I have from the brand shows thermal imaging of a face three minutes after spraying with this water. However, they don't show pictures of a face sprayed with cool tap water, which would likely show similar results. I guess it's a guilty pleasure. I've used it for a long time to moisten my face before moisturizer, treatments, and makeup. I've just started using it as a toner by spraying it on a cotton round. Haven't noticed a major difference between this and two cheaper brands I've used in the past. But it's much more useful than a plastic spray bottle of water, as the mist is far finer.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  awesome Product!

  
"
"







  
  
    This stuff legit works! I have very sensitive combination ...
  
",5.0 out of 5 stars,"









  
  
    
  This stuff legit works! I have very sensitive combination skin, and I noticed a distinct difference after using this only 2-3 times. My skin was noticeably less red, pimples seemed smaller, and I had fewer breakouts. I used it in the evening after washing my face and before putting on moisturizer. This thing lasts a long time too.

  
"
"







  
  
    great!
  
",5.0 out of 5 stars,"









  
  
    
  great!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Excellent!

  
"
"







  
  
    Great!!
  
",5.0 out of 5 stars,"









  
  
    
  It works 100% on dry skin.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Way better than the one from La Roche Posay! it doesn't leave your skin dry

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  good

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Love this! So refreshing

  
"
"







  
  
    Nozzle stopped working
  
",1.0 out of 5 stars,"









  
  
    
  Nozzle stopped working after a few weeks - such a waste

  
"
"







  
  
    Love
  
",5.0 out of 5 stars,"









  
  
    
  Love

  
"
"







  
  
    It truly is magic water.
  
",5.0 out of 5 stars,"









  
  
    
  This stuff was introduced to me years ago via a man who got it from his dermatologist.  I use it to help moisturize while not breaking me out like most products do.  I call it magic water because it truly is.  I just sprayed it on my broken out face a few hours ago and already my skin is soft as a babies booty but also the redness is diminished.  It's healing water. No joke, no scam, worth every penny.  Works well on hives also.  I recommend this as a daily regimen to aid against the wrinkles of time as well.  Treat your body to this amazing treat from mother nature.  I actually order the large bottle for home and the smaller bottle for my purse/travel etc.

  
"
"







  
  
    Cool you down in the summer
  
",5.0 out of 5 stars,"









  
  
    
  my kid got sunburn and I trying to use this clam the skin . It’s works well. My skin got sensitive i use as a toner.

  
"
"







  
  
    Four Stars
  
",4.0 out of 5 stars,"









  
  
    
  OK

  
"
"







  
  
    Big bottle!
  
",5.0 out of 5 stars,"









  
  
    
  Refreshing I like but I prefer rose water. The bottle was pretty big this the 5 star.

  
"
"







  
  
    good for hydrating my skin
  
",5.0 out of 5 stars,"









  
  
    
  Such a refreshing spray , good for hydrating my skin....

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  I love this product  I buy again

  
"
"







  
  
    helping with acne
  
",5.0 out of 5 stars,"









  
  
    
  This spray has really helped sooth my skin in my acne prone problem areas. It genuinely soothes the irritation.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  good

  
"
"







  
  
    If there’s a defect... company does not exchange.
  
",1.0 out of 5 stars,"









  
  
    
  Nozzlestopped spraying. Now I have 3/4 of thermal spray left and company will not return or exchange.

  
"
"







  
  
    Hi， when I use it in my morning. It’s ...
  
",1.0 out of 5 stars,"









  
  
    
  Hi，when I use it in my morning. It’s hard to spray it out! I don’t know why.

  
"
"







  
  
    I like to use also for cleaning my face and I ...
  
",5.0 out of 5 stars,"









  
  
    
  I adore this product, makes my face so fresh. I like to use also for cleaning my face and I don't have any redness on my face, what usually happens if I use some other products....for sensitive face this is real gold.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Good thing! The attitude of supporter of merchant is good

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Very good

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  A favorite of mine!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  a nice and gentle spray. I use it after cleaning-up.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  My girlfriend likes it very much!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  very good

  
"
"







  
  
    One Star
  
",1.0 out of 5 stars,"









  
  
    
  did nothing.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  love this product!

  
"
"







  
  
    Spray-head
  
",1.0 out of 5 stars,"









  
  
    
  The Spray-head does not work after using 1 month.

  
"
"







  
  
    my husband and I are big fans!
  
",5.0 out of 5 stars,"









  
  
    
  Yes, it is magical.  Forget the lotion after shaving your legs, just use this!

  
"
"







  
  
    Three Stars
  
",3.0 out of 5 stars,"









  
  
    
  water spray, nothing special here.

  
"
"







  
  
    This is absolutely wonderful after a hot day
  
",5.0 out of 5 stars,"









  
  
    
  Omg! This is absolutely wonderful after a hot day!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  i like it.

  
"
"







  
  
    Stopped spraying , but really good product
  
",3.0 out of 5 stars,"









  
  
    
  The smaller size worked better, the large one quit spraying and there is at least 1/2 the fluid let in it. So I’ll buy the smaller size and hope it works like the first one I used. It’s amazing for irritated  and itchy skin. The skin was super  itchy and red around my nose and the dr just said that’s how is going to be but this fixes it !

  
"
"







  
  
    Great product
  
",5.0 out of 5 stars,"









  
  
    
  Ships super fast! And my favorite product to use! Calms and cools my skin every time

  
"
"







  
  
    So refreshing.
  
",5.0 out of 5 stars,"









  
  
    
  Got a small bottle in my ipsy bag. LOVED IT.  Purchased the larger bottle for myself & also have given them out as gifts since then.  I'd like to get the smaller size travel size again.....it's great to take along on trips.

  
"
"







  
  
    nice
  
",5.0 out of 5 stars,"









  
  
    
  nice

  
"
"







  
  
    It's just water...
  
",2.0 out of 5 stars,"









  
  
    
  I was hoping it would work because the high ratings, but it didn't really do anything.  It's spring water so thats cool, but the ingredients literally say water and nitrogen. If anything I think its just a placebo effect. It feels good on a hot day, but it really doesn't have much to offer. I might as well put an Ozarka water bottle in a spray bottle. I wouldn't buy this again.

  
"
"







  
  
    The Best
  
",5.0 out of 5 stars,"









  
  
    
  Hands-down the best spring water mist. I used to use Evian for years and there’s no comparison. Even La Roche-Posay’s thermal face mist pales in comparison. I use this mist to keep my skin damp between the shower and when I apply my skincare.  This process absolutely helps keep my skin hydrated. It’s also nice to keep a bottle on my bedside table to mist myself at night or in the morning. Refreshing, hydrating, and cooling.

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Best spring water! love to use under all my face products and for a quick refresher!

  
"
"







  
  
    Look forward to every use
  
",5.0 out of 5 stars,"









  
  
    
  I love this stuff.  I have seb derm, rosacea and god knows what else.  Regular toners mess my skin up.  This right here is fun to spray on, feels very cooling and gives me a cool ""frosted"" look for a few minutes, and then glowing, soft, calm skin for hours afterward.  Can't see any downside except that it will run out fast the way I use it, maybe.  Will have to see about that.

  
"
"







  
  
    Magical Fairy Juice!!!
  
",5.0 out of 5 stars,"









  
  
    
  You may be thinking, as I did, what a crock! Well you would be wrong! You see, I got a small bottle of this in my monthly ipsy bag. I laughed. A bottle of water? I tossed it in a basket in my home office and there it sat for months. Then one day I was working and I was really hot, I decided to spray this water on my face rather than walk my lazy butt into the other room to wash my face. Dear god, this was refreshing! My face felt, dare I say it, Magical! I read the bottle, I looked it up online, there just had to be some sort of illegal ingredient in it for it to make my face to feel the way that it did. I don't know how or why, nor do I really care anymore, but this stuff is amazing. There is not a single day that goes by that I do not use it. I have a travel bottle, I have a bottle for my purse and I have the largest bottle that sits on my vanity. Whenever your face needs a pick-me-up, right before you apply foundation, when you're hot, when you're sad, when you have just eaten a gallon of ice cream and feel defeated, spray this on your face, you will feel better about yourself instantly. I have told my friends about it and they don't believe me. Then I spray them with it, then they buy it. I'm telling you.....Fairy juice! It's worth every penny!

  
"
"







  
  
    Notice difference - even tone smaller pores
  
",5.0 out of 5 stars,"









  
  
    
  I struggle with breakouts and splotchy skin - I use vitamin C serum and essential oils with good success but after reading about this I gave it a try - after washing my face am and pm (am I only use water no cleanser)- I spray this on then add vit c serum and essential oils- after just a week of use I notice my skin seems more even toned - pores seem smaller - pretty cool!

  
"
"







  
  
    Five Stars
  
",5.0 out of 5 stars,"









  
  
    
  Nice

  
"
"







  
  
    Soothing
  
",5.0 out of 5 stars,"









  
  
    
  I love this product!  I have sensitive skin and use this to soothe inflammation and before applying moisturizer. Much better than Evian spray.

  
"
"







  
  
    feels kind of like spraying
  
",5.0 out of 5 stars,"









  
  
    
  This doesn't feel the way I expected but very refreshing. feels kind of like spraying water

  
"
"







  
  
    I have sensitive skin, I'm not sure if it ...
  
",5.0 out of 5 stars,"









  
  
    
  I have sensitive skin, I'm not sure if it helps with redness but it's refreshing and I use it to wet makeup sponges before applying foundation.

  
"
"







  
  
    it's good though.
  
",4.0 out of 5 stars,"









  
  
    
  transparent, no smell. Hmm..it's good though.

  
"
"







  
  
    Wonderful
  
",5.0 out of 5 stars,"









  
  
    
  Bug bites, sunburns, minor scrapes, this stuff makes them all feel better. Plus a little mist on my face in the morning keeps me feeling and looking bright all day.

  
"
"







  
  
    Dries out breakouts but my skin is SO dry now..
  
",3.0 out of 5 stars,"









  
  
    
  I have very sensitive, oily, acne prone skin. I found that this dries my skin out A LOT- which is not what I expected from this but it has helped with the breakouts I have had recently. It is drying them out so they are healing quicker. But now that it is winter my skin feels super dry. I will continue to use this to see how it works long term with keeping my acne at bay. I am using it with avene lotion in the AM and PM and it is still not moisturizing my skin at all.

  
"
"







  
  
    MUST HAVE FOR SENSITIVE SKIN!
  
",5.0 out of 5 stars,"









  
  
    
  So refreshing and perfect for sensitive skin!  I love using this in the summer to freshen up and even in the winter when I need an extra boost at night.I also love using this as a quasi-moisturizer when my skin is acting out.  Not sure if it qualifies as a moisturizer but it seems to help when your skin just needs a break.

  
"
"







  
  
    So good
  
",5.0 out of 5 stars,"









  
  
    
  Leaves only the soft feel

  
"
"







  
  
    Will buy again and again.
  
",5.0 out of 5 stars,"









  
  
    
  Cleared up my face and calmed my skin down! I also have really sensitive skjn and this didn’t irritate at all.

  
"
"







  
  
    One Star
  
",1.0 out of 5 stars,"









  
  
    
  Cap was completely shattered inside the plastic wrapping

  
"
"







  
  
    One Star
  
",1.0 out of 5 stars,"









  
  
    
  too drying for my skin.

  
"
